,experiment,metrics,value,exp_type,effect,ref,target
836,result_PBMC_batch2_ind_control_107_to_control_1244,macroF1,0.725184950456542,PBMC_batch2_ind,individual,batch2control_107,batch2control_1244
837,result_PBMC_batch1_ind_1511_to_1493,Acc,0.9246064623032312,PBMC_batch1_ind,individual,batch1_1511,batch1_1493
838,result_PBMC_batch1_ind_1511_to_1493,ARI,0.8810057660220939,PBMC_batch1_ind,individual,batch1_1511,batch1_1493
839,result_PBMC_batch1_ind_1511_to_1493,macroF1,0.7454206810700819,PBMC_batch1_ind,individual,batch1_1511,batch1_1493
840,result_PBMC_batch1_ind_1079_to_1249,Acc,0.9003139717425431,PBMC_batch1_ind,individual,batch1_1079,batch1_1249
841,result_PBMC_batch1_ind_1079_to_1249,ARI,0.8024837270128556,PBMC_batch1_ind,individual,batch1_1079,batch1_1249
842,result_PBMC_batch1_ind_1079_to_1249,macroF1,0.8714017370181045,PBMC_batch1_ind,individual,batch1_1079,batch1_1249
843,result_PBMC_batch1_ind_1079_to_1085,Acc,0.8881869867340493,PBMC_batch1_ind,individual,batch1_1079,batch1_1085
844,result_PBMC_batch1_ind_1079_to_1085,ARI,0.822505435694134,PBMC_batch1_ind,individual,batch1_1079,batch1_1085
845,result_PBMC_batch1_ind_1079_to_1085,macroF1,0.7732483783083395,PBMC_batch1_ind,individual,batch1_1079,batch1_1085
846,result_PBMC_batch2_ind_stimulated_1016_to_control_1039,Acc,0.7310195227765727,PBMC_batch2_ind,clinical,batch2stimulated_1016,batch2control_1039
847,result_PBMC_batch2_ind_stimulated_1016_to_control_1039,ARI,0.6018612385775894,PBMC_batch2_ind,clinical,batch2stimulated_1016,batch2control_1039
848,result_PBMC_batch2_ind_stimulated_1016_to_control_1039,macroF1,0.6425052479363562,PBMC_batch2_ind,clinical,batch2stimulated_1016,batch2control_1039
849,result_PBMC_batch1_batch2_ind_batch2control_1039_to_batch1_1249,Acc,0.7974882260596546,PBMC_batch1_batch2_ind,batch,batch2control_1039,batch1_1249
850,result_PBMC_batch1_batch2_ind_batch2control_1039_to_batch1_1249,ARI,0.658902148367247,PBMC_batch1_batch2_ind,batch,batch2control_1039,batch1_1249
851,result_PBMC_batch1_batch2_ind_batch2control_1039_to_batch1_1249,macroF1,0.6648188938943108,PBMC_batch1_batch2_ind,batch,batch2control_1039,batch1_1249
852,result_PBMC_batch2_ind_stimulated_1039_to_control_1488,Acc,0.92959133431807,PBMC_batch2_ind,clinical,batch2stimulated_1039,batch2control_1488
853,result_PBMC_batch2_ind_stimulated_1039_to_control_1488,ARI,0.9230252261371299,PBMC_batch2_ind,clinical,batch2stimulated_1039,batch2control_1488
854,result_PBMC_batch2_ind_stimulated_1039_to_control_1488,macroF1,0.7400314686331895,PBMC_batch2_ind,clinical,batch2stimulated_1039,batch2control_1488
855,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2control_1244,Acc,0.8855774348057477,PBMC_batch1_batch2_ind,batch,batch1_1598,batch2control_1244
856,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2control_1244,ARI,0.8530967109522947,PBMC_batch1_batch2_ind,batch,batch1_1598,batch2control_1244
857,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2control_1244,macroF1,0.7261420601159505,PBMC_batch1_batch2_ind,batch,batch1_1598,batch2control_1244
858,result_PBMC_batch1_batch2_ind_batch1_1249_to_batch2control_1015,Acc,0.8648648648648649,PBMC_batch1_batch2_ind,batch,batch1_1249,batch2control_1015
859,result_PBMC_batch1_batch2_ind_batch1_1249_to_batch2control_1015,ARI,0.768096689431497,PBMC_batch1_batch2_ind,batch,batch1_1249,batch2control_1015
860,result_PBMC_batch1_batch2_ind_batch1_1249_to_batch2control_1015,macroF1,0.7814241723075224,PBMC_batch1_batch2_ind,batch,batch1_1249,batch2control_1015
861,result_PBMC_batch1_batch2_ind_batch2control_101_to_batch1_1085,Acc,0.8919772583701832,PBMC_batch1_batch2_ind,batch,batch2control_101,batch1_1085
862,result_PBMC_batch1_batch2_ind_batch2control_101_to_batch1_1085,ARI,0.8069120318326009,PBMC_batch1_batch2_ind,batch,batch2control_101,batch1_1085
863,result_PBMC_batch1_batch2_ind_batch2control_101_to_batch1_1085,macroF1,0.8064943447352574,PBMC_batch1_batch2_ind,batch,batch2control_101,batch1_1085
864,result_PBMC_batch2_ind_control_1016_to_stimulated_1244,Acc,0.8497913769123783,PBMC_batch2_ind,clinical,batch2control_1016,batch2stimulated_1244
865,result_PBMC_batch2_ind_control_1016_to_stimulated_1244,ARI,0.72467000442703,PBMC_batch2_ind,clinical,batch2control_1016,batch2stimulated_1244
866,result_PBMC_batch2_ind_control_1016_to_stimulated_1244,macroF1,0.6954131985220448,PBMC_batch2_ind,clinical,batch2control_1016,batch2stimulated_1244
867,result_PBMC_batch2_ind_control_1256_to_stimulated_1039,Acc,0.8475120385232745,PBMC_batch2_ind,clinical,batch2control_1256,batch2stimulated_1039
868,result_PBMC_batch2_ind_control_1256_to_stimulated_1039,ARI,0.7071319294199993,PBMC_batch2_ind,clinical,batch2control_1256,batch2stimulated_1039
869,result_PBMC_batch2_ind_control_1256_to_stimulated_1039,macroF1,0.7111471528047398,PBMC_batch2_ind,clinical,batch2control_1256,batch2stimulated_1039
870,result_PBMC_batch1_ind_1085_to_1043,Acc,0.9276236429433052,PBMC_batch1_ind,individual,batch1_1085,batch1_1043
871,result_PBMC_batch1_ind_1085_to_1043,ARI,0.8679573450877726,PBMC_batch1_ind,individual,batch1_1085,batch1_1043
872,result_PBMC_batch1_ind_1085_to_1043,macroF1,0.8639418073146989,PBMC_batch1_ind,individual,batch1_1085,batch1_1043
873,result_PBMC_batch1_ind_1043_to_1511,Acc,0.9113355780022446,PBMC_batch1_ind,individual,batch1_1043,batch1_1511
874,result_PBMC_batch1_ind_1043_to_1511,ARI,0.8257358545404394,PBMC_batch1_ind,individual,batch1_1043,batch1_1511
875,result_PBMC_batch1_ind_1043_to_1511,macroF1,0.8074323032584452,PBMC_batch1_ind,individual,batch1_1043,batch1_1511
876,result_PBMC_batch1_batch2_ind_batch2control_1039_to_batch1_1493,Acc,0.7531068765534383,PBMC_batch1_batch2_ind,batch,batch2control_1039,batch1_1493
877,result_PBMC_batch1_batch2_ind_batch2control_1039_to_batch1_1493,ARI,0.5292136710478347,PBMC_batch1_batch2_ind,batch,batch2control_1039,batch1_1493
878,result_PBMC_batch1_batch2_ind_batch2control_1039_to_batch1_1493,macroF1,0.5242420124369102,PBMC_batch1_batch2_ind,batch,batch2control_1039,batch1_1493
879,result_PBMC_batch1_ind_1511_to_1249,Acc,0.9081632653061225,PBMC_batch1_ind,individual,batch1_1511,batch1_1249
880,result_PBMC_batch1_ind_1511_to_1249,ARI,0.8236131424551173,PBMC_batch1_ind,individual,batch1_1511,batch1_1249
881,result_PBMC_batch1_ind_1511_to_1249,macroF1,0.816517332940337,PBMC_batch1_ind,individual,batch1_1511,batch1_1249
882,result_PBMC_batch2_ind_stimulated_107_to_control_1039,Acc,0.8047722342733189,PBMC_batch2_ind,clinical,batch2stimulated_107,batch2control_1039
883,result_PBMC_batch2_ind_stimulated_107_to_control_1039,ARI,0.7010688334737036,PBMC_batch2_ind,clinical,batch2stimulated_107,batch2control_1039
884,result_PBMC_batch2_ind_stimulated_107_to_control_1039,macroF1,0.6437929325136438,PBMC_batch2_ind,clinical,batch2stimulated_107,batch2control_1039
885,result_PBMC_batch1_batch2_ind_batch2stimulated_101_to_batch1_1079,Acc,0.9071428571428571,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_101,batch1_1079
886,result_PBMC_batch1_batch2_ind_batch2stimulated_101_to_batch1_1079,ARI,0.8418099796210001,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_101,batch1_1079
887,result_PBMC_batch1_batch2_ind_batch2stimulated_101_to_batch1_1079,macroF1,0.7897678581542056,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_101,batch1_1079
888,result_PBMC_batch2_ind_control_1256_to_stimulated_1488,Acc,0.9441318327974276,PBMC_batch2_ind,clinical,batch2control_1256,batch2stimulated_1488
889,result_PBMC_batch2_ind_control_1256_to_stimulated_1488,ARI,0.9288351238858831,PBMC_batch2_ind,clinical,batch2control_1256,batch2stimulated_1488
890,result_PBMC_batch2_ind_control_1256_to_stimulated_1488,macroF1,0.8147050624752563,PBMC_batch2_ind,clinical,batch2control_1256,batch2stimulated_1488
891,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2stimulated_1244,Acc,0.885952712100139,PBMC_batch1_batch2_ind,batch|clinical,batch1_1511,batch2stimulated_1244
892,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2stimulated_1244,ARI,0.8168075635450986,PBMC_batch1_batch2_ind,batch|clinical,batch1_1511,batch2stimulated_1244
893,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2stimulated_1244,macroF1,0.6807171506971708,PBMC_batch1_batch2_ind,batch|clinical,batch1_1511,batch2stimulated_1244
894,result_PBMC_batch2_ind_control_1016_to_stimulated_101,Acc,0.8856382978723404,PBMC_batch2_ind,clinical,batch2control_1016,batch2stimulated_101
895,result_PBMC_batch2_ind_control_1016_to_stimulated_101,ARI,0.8066293367596199,PBMC_batch2_ind,clinical,batch2control_1016,batch2stimulated_101
896,result_PBMC_batch2_ind_control_1016_to_stimulated_101,macroF1,0.7576620342973552,PBMC_batch2_ind,clinical,batch2control_1016,batch2stimulated_101
897,result_PBMC_batch2_ind_stimulated_1256_to_stimulated_101,Acc,0.8953900709219859,PBMC_batch2_ind,individual,batch2stimulated_1256,batch2stimulated_101
898,result_PBMC_batch2_ind_stimulated_1256_to_stimulated_101,ARI,0.8023424266227355,PBMC_batch2_ind,individual,batch2stimulated_1256,batch2stimulated_101
899,result_PBMC_batch2_ind_stimulated_1256_to_stimulated_101,macroF1,0.8204166724866361,PBMC_batch2_ind,individual,batch2stimulated_1256,batch2stimulated_101
900,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2stimulated_101,Acc,0.8173758865248227,PBMC_batch1_batch2_ind,batch|clinical,batch1_1154,batch2stimulated_101
901,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2stimulated_101,ARI,0.6760906396793694,PBMC_batch1_batch2_ind,batch|clinical,batch1_1154,batch2stimulated_101
902,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2stimulated_101,macroF1,0.6664752023335776,PBMC_batch1_batch2_ind,batch|clinical,batch1_1154,batch2stimulated_101
903,result_PBMC_batch2_ind_stimulated_107_to_stimulated_101,Acc,0.8315602836879432,PBMC_batch2_ind,individual,batch2stimulated_107,batch2stimulated_101
904,result_PBMC_batch2_ind_stimulated_107_to_stimulated_101,ARI,0.7185442093388341,PBMC_batch2_ind,individual,batch2stimulated_107,batch2stimulated_101
905,result_PBMC_batch2_ind_stimulated_107_to_stimulated_101,macroF1,0.6600891289221715,PBMC_batch2_ind,individual,batch2stimulated_107,batch2stimulated_101
906,result_PBMC_batch1_ind_1598_to_1079,Acc,0.9364285714285714,PBMC_batch1_ind,individual,batch1_1598,batch1_1079
907,result_PBMC_batch1_ind_1598_to_1079,ARI,0.9010471526772422,PBMC_batch1_ind,individual,batch1_1598,batch1_1079
908,result_PBMC_batch1_ind_1598_to_1079,macroF1,0.8774622660288056,PBMC_batch1_ind,individual,batch1_1598,batch1_1079
909,result_PBMC_batch1_batch2_ind_batch2stimulated_1244_to_batch1_1249,Acc,0.8414442700156985,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1244,batch1_1249
910,result_PBMC_batch1_batch2_ind_batch2stimulated_1244_to_batch1_1249,ARI,0.7109090847851645,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1244,batch1_1249
911,result_PBMC_batch1_batch2_ind_batch2stimulated_1244_to_batch1_1249,macroF1,0.7698039611892262,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1244,batch1_1249
912,result_PBMC_batch2_ind_control_1488_to_stimulated_1016,Acc,0.6432192648922687,PBMC_batch2_ind,clinical,batch2control_1488,batch2stimulated_1016
913,result_PBMC_batch2_ind_control_1488_to_stimulated_1016,ARI,0.4508818240932125,PBMC_batch2_ind,clinical,batch2control_1488,batch2stimulated_1016
914,result_PBMC_batch2_ind_control_1488_to_stimulated_1016,macroF1,0.6306470692627182,PBMC_batch2_ind,clinical,batch2control_1488,batch2stimulated_1016
915,result_PBMC_batch2_ind_control_1256_to_control_107,Acc,0.9148936170212766,PBMC_batch2_ind,individual,batch2control_1256,batch2control_107
916,result_PBMC_batch2_ind_control_1256_to_control_107,ARI,0.8643612967863525,PBMC_batch2_ind,individual,batch2control_1256,batch2control_107
917,result_PBMC_batch2_ind_control_1256_to_control_107,macroF1,0.7667874199811602,PBMC_batch2_ind,individual,batch2control_1256,batch2control_107
918,result_PBMC_batch2_ind_stimulated_1256_to_control_1039,Acc,0.8329718004338394,PBMC_batch2_ind,clinical,batch2stimulated_1256,batch2control_1039
919,result_PBMC_batch2_ind_stimulated_1256_to_control_1039,ARI,0.7703290611358792,PBMC_batch2_ind,clinical,batch2stimulated_1256,batch2control_1039
920,result_PBMC_batch2_ind_stimulated_1256_to_control_1039,macroF1,0.7113746624615023,PBMC_batch2_ind,clinical,batch2stimulated_1256,batch2control_1039
921,result_PBMC_batch1_batch2_ind_batch2stimulated_107_to_batch1_1079,Acc,0.8835714285714286,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_107,batch1_1079
922,result_PBMC_batch1_batch2_ind_batch2stimulated_107_to_batch1_1079,ARI,0.8102298120751238,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_107,batch1_1079
923,result_PBMC_batch1_batch2_ind_batch2stimulated_107_to_batch1_1079,macroF1,0.6546380690650246,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_107,batch1_1079
924,result_PBMC_batch1_batch2_ind_batch2stimulated_1488_to_batch1_1493,Acc,0.8135874067937034,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1488,batch1_1493
925,result_PBMC_batch1_batch2_ind_batch2stimulated_1488_to_batch1_1493,ARI,0.6135202110422924,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1488,batch1_1493
926,result_PBMC_batch1_batch2_ind_batch2stimulated_1488_to_batch1_1493,macroF1,0.6884482440662139,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1488,batch1_1493
927,result_PBMC_batch2_ind_stimulated_1015_to_stimulated_1244,Acc,0.9339360222531293,PBMC_batch2_ind,individual,batch2stimulated_1015,batch2stimulated_1244
928,result_PBMC_batch2_ind_stimulated_1015_to_stimulated_1244,ARI,0.8966345722425211,PBMC_batch2_ind,individual,batch2stimulated_1015,batch2stimulated_1244
929,result_PBMC_batch2_ind_stimulated_1015_to_stimulated_1244,macroF1,0.7896766626354335,PBMC_batch2_ind,individual,batch2stimulated_1015,batch2stimulated_1244
930,result_PBMC_batch1_batch2_ind_batch1_1043_to_batch2stimulated_1016,Acc,0.7484157160963245,PBMC_batch1_batch2_ind,batch|clinical,batch1_1043,batch2stimulated_1016
931,result_PBMC_batch1_batch2_ind_batch1_1043_to_batch2stimulated_1016,ARI,0.5222359258580893,PBMC_batch1_batch2_ind,batch|clinical,batch1_1043,batch2stimulated_1016
932,result_PBMC_batch1_batch2_ind_batch1_1043_to_batch2stimulated_1016,macroF1,0.691961044519454,PBMC_batch1_batch2_ind,batch|clinical,batch1_1043,batch2stimulated_1016
933,result_PBMC_batch1_batch2_ind_batch2control_1488_to_batch1_1511,Acc,0.8501683501683501,PBMC_batch1_batch2_ind,batch,batch2control_1488,batch1_1511
934,result_PBMC_batch1_batch2_ind_batch2control_1488_to_batch1_1511,ARI,0.7305795488792047,PBMC_batch1_batch2_ind,batch,batch2control_1488,batch1_1511
935,result_PBMC_batch1_batch2_ind_batch2control_1488_to_batch1_1511,macroF1,0.7639639676849754,PBMC_batch1_batch2_ind,batch,batch2control_1488,batch1_1511
936,result_PBMC_batch2_ind_stimulated_101_to_control_1244,Acc,0.9047365620010644,PBMC_batch2_ind,clinical,batch2stimulated_101,batch2control_1244
937,result_PBMC_batch2_ind_stimulated_101_to_control_1244,ARI,0.8616801499470697,PBMC_batch2_ind,clinical,batch2stimulated_101,batch2control_1244
938,result_PBMC_batch2_ind_stimulated_101_to_control_1244,macroF1,0.7366678702041207,PBMC_batch2_ind,clinical,batch2stimulated_101,batch2control_1244
939,result_PBMC_batch2_ind_stimulated_1244_to_control_1244,Acc,0.9403938265034593,PBMC_batch2_ind,clinical,batch2stimulated_1244,batch2control_1244
940,result_PBMC_batch2_ind_stimulated_1244_to_control_1244,ARI,0.919049450677954,PBMC_batch2_ind,clinical,batch2stimulated_1244,batch2control_1244
941,result_PBMC_batch2_ind_stimulated_1244_to_control_1244,macroF1,0.7903226399368506,PBMC_batch2_ind,clinical,batch2stimulated_1244,batch2control_1244
942,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2stimulated_1244,Acc,0.8025034770514604,PBMC_batch1_batch2_ind,batch|clinical,batch1_1154,batch2stimulated_1244
943,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2stimulated_1244,ARI,0.6517184406725657,PBMC_batch1_batch2_ind,batch|clinical,batch1_1154,batch2stimulated_1244
944,result_PBMC_batch1_batch2_ind_batch1_1154_to_batch2stimulated_1244,macroF1,0.6387602339625378,PBMC_batch1_batch2_ind,batch|clinical,batch1_1154,batch2stimulated_1244
945,result_PBMC_batch2_ind_stimulated_1256_to_stimulated_1015,Acc,0.9084967320261438,PBMC_batch2_ind,individual,batch2stimulated_1256,batch2stimulated_1015
946,result_PBMC_batch2_ind_stimulated_1256_to_stimulated_1015,ARI,0.8358193921393282,PBMC_batch2_ind,individual,batch2stimulated_1256,batch2stimulated_1015
947,result_PBMC_batch2_ind_stimulated_1256_to_stimulated_1015,macroF1,0.8014096172110731,PBMC_batch2_ind,individual,batch2stimulated_1256,batch2stimulated_1015
948,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2control_1039,Acc,0.7678958785249458,PBMC_batch1_batch2_ind,batch,batch1_1493,batch2control_1039
949,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2control_1039,ARI,0.6898080021356587,PBMC_batch1_batch2_ind,batch,batch1_1493,batch2control_1039
950,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2control_1039,macroF1,0.5927340650218601,PBMC_batch1_batch2_ind,batch,batch1_1493,batch2control_1039
951,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_1016,Acc,0.7446134347275032,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_1016
952,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_1016,ARI,0.5200403934667269,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_1016
953,result_PBMC_batch1_batch2_ind_batch1_1598_to_batch2stimulated_1016,macroF1,0.6763399030349863,PBMC_batch1_batch2_ind,batch|clinical,batch1_1598,batch2stimulated_1016
954,result_PBMC_batch2_ind_stimulated_1039_to_stimulated_107,Acc,0.8943248532289628,PBMC_batch2_ind,individual,batch2stimulated_1039,batch2stimulated_107
955,result_PBMC_batch2_ind_stimulated_1039_to_stimulated_107,ARI,0.851512540918798,PBMC_batch2_ind,individual,batch2stimulated_1039,batch2stimulated_107
956,result_PBMC_batch2_ind_stimulated_1039_to_stimulated_107,macroF1,0.7206554154022127,PBMC_batch2_ind,individual,batch2stimulated_1039,batch2stimulated_107
957,result_PBMC_batch2_ind_control_1016_to_stimulated_1016,Acc,0.8662864385297845,PBMC_batch2_ind,clinical,batch2control_1016,batch2stimulated_1016
958,result_PBMC_batch2_ind_control_1016_to_stimulated_1016,ARI,0.7384581214516184,PBMC_batch2_ind,clinical,batch2control_1016,batch2stimulated_1016
959,result_PBMC_batch2_ind_control_1016_to_stimulated_1016,macroF1,0.7499717587268981,PBMC_batch2_ind,clinical,batch2control_1016,batch2stimulated_1016
960,result_PBMC_batch2_ind_stimulated_1015_to_control_1244,Acc,0.9153805215540181,PBMC_batch2_ind,clinical,batch2stimulated_1015,batch2control_1244
961,result_PBMC_batch2_ind_stimulated_1015_to_control_1244,ARI,0.8669626806003488,PBMC_batch2_ind,clinical,batch2stimulated_1015,batch2control_1244
962,result_PBMC_batch2_ind_stimulated_1015_to_control_1244,macroF1,0.7669167798218584,PBMC_batch2_ind,clinical,batch2stimulated_1015,batch2control_1244
963,result_PBMC_batch2_ind_stimulated_1244_to_stimulated_101,Acc,0.8351063829787234,PBMC_batch2_ind,individual,batch2stimulated_1244,batch2stimulated_101
964,result_PBMC_batch2_ind_stimulated_1244_to_stimulated_101,ARI,0.7150734439490198,PBMC_batch2_ind,individual,batch2stimulated_1244,batch2stimulated_101
965,result_PBMC_batch2_ind_stimulated_1244_to_stimulated_101,macroF1,0.7115361088410013,PBMC_batch2_ind,individual,batch2stimulated_1244,batch2stimulated_101
966,result_PBMC_batch2_ind_control_107_to_stimulated_1039,Acc,0.8282504012841091,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_1039
967,result_PBMC_batch2_ind_control_107_to_stimulated_1039,ARI,0.7437161118246185,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_1039
968,result_PBMC_batch2_ind_control_107_to_stimulated_1039,macroF1,0.6373503760285968,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_1039
969,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2control_1488,Acc,0.897587395371738,PBMC_batch1_batch2_ind,batch,batch1_1511,batch2control_1488
970,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2control_1488,ARI,0.8243000110011476,PBMC_batch1_batch2_ind,batch,batch1_1511,batch2control_1488
971,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2control_1488,macroF1,0.7127542033214146,PBMC_batch1_batch2_ind,batch,batch1_1511,batch2control_1488
972,result_PBMC_batch2_ind_control_1015_to_control_1016,Acc,0.8885664538595474,PBMC_batch2_ind,individual,batch2control_1015,batch2control_1016
973,result_PBMC_batch2_ind_control_1015_to_control_1016,ARI,0.7596000540204433,PBMC_batch2_ind,individual,batch2control_1015,batch2control_1016
974,result_PBMC_batch2_ind_control_1015_to_control_1016,macroF1,0.8272180491132022,PBMC_batch2_ind,individual,batch2control_1015,batch2control_1016
975,result_PBMC_batch1_batch2_ind_batch1_1043_to_batch2stimulated_1039,Acc,0.8507223113964687,PBMC_batch1_batch2_ind,batch|clinical,batch1_1043,batch2stimulated_1039
976,result_PBMC_batch1_batch2_ind_batch1_1043_to_batch2stimulated_1039,ARI,0.7461680973710333,PBMC_batch1_batch2_ind,batch|clinical,batch1_1043,batch2stimulated_1039
977,result_PBMC_batch1_batch2_ind_batch1_1043_to_batch2stimulated_1039,macroF1,0.7303495190225493,PBMC_batch1_batch2_ind,batch|clinical,batch1_1043,batch2stimulated_1039
978,result_PBMC_batch2_ind_control_1039_to_control_1488,Acc,0.931068439192516,PBMC_batch2_ind,individual,batch2control_1039,batch2control_1488
979,result_PBMC_batch2_ind_control_1039_to_control_1488,ARI,0.926923248606041,PBMC_batch2_ind,individual,batch2control_1039,batch2control_1488
980,result_PBMC_batch2_ind_control_1039_to_control_1488,macroF1,0.6899722558250247,PBMC_batch2_ind,individual,batch2control_1039,batch2control_1488
981,result_PBMC_batch2_ind_stimulated_1256_to_stimulated_107,Acc,0.8923679060665362,PBMC_batch2_ind,individual,batch2stimulated_1256,batch2stimulated_107
982,result_PBMC_batch2_ind_stimulated_1256_to_stimulated_107,ARI,0.8425195647408391,PBMC_batch2_ind,individual,batch2stimulated_1256,batch2stimulated_107
983,result_PBMC_batch2_ind_stimulated_1256_to_stimulated_107,macroF1,0.7098366399766085,PBMC_batch2_ind,individual,batch2stimulated_1256,batch2stimulated_107
984,result_PBMC_batch2_ind_stimulated_1016_to_control_1016,Acc,0.8961114335461404,PBMC_batch2_ind,clinical,batch2stimulated_1016,batch2control_1016
985,result_PBMC_batch2_ind_stimulated_1016_to_control_1016,ARI,0.7964494197040997,PBMC_batch2_ind,clinical,batch2stimulated_1016,batch2control_1016
986,result_PBMC_batch2_ind_stimulated_1016_to_control_1016,macroF1,0.7886476989809628,PBMC_batch2_ind,clinical,batch2stimulated_1016,batch2control_1016
987,result_PBMC_batch2_ind_stimulated_1039_to_control_1015,Acc,0.8710737764791819,PBMC_batch2_ind,clinical,batch2stimulated_1039,batch2control_1015
988,result_PBMC_batch2_ind_stimulated_1039_to_control_1015,ARI,0.7635071012838937,PBMC_batch2_ind,clinical,batch2stimulated_1039,batch2control_1015
989,result_PBMC_batch2_ind_stimulated_1039_to_control_1015,macroF1,0.7812971298259568,PBMC_batch2_ind,clinical,batch2stimulated_1039,batch2control_1015
990,result_PBMC_batch2_ind_control_1015_to_stimulated_101,Acc,0.8900709219858156,PBMC_batch2_ind,clinical,batch2control_1015,batch2stimulated_101
991,result_PBMC_batch2_ind_control_1015_to_stimulated_101,ARI,0.8103580280933026,PBMC_batch2_ind,clinical,batch2control_1015,batch2stimulated_101
992,result_PBMC_batch2_ind_control_1015_to_stimulated_101,macroF1,0.7889399128128195,PBMC_batch2_ind,clinical,batch2control_1015,batch2stimulated_101
993,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2stimulated_1015,Acc,0.8544662309368192,PBMC_batch1_batch2_ind,batch|clinical,batch1_1493,batch2stimulated_1015
994,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2stimulated_1015,ARI,0.7506952576174021,PBMC_batch1_batch2_ind,batch|clinical,batch1_1493,batch2stimulated_1015
995,result_PBMC_batch1_batch2_ind_batch1_1493_to_batch2stimulated_1015,macroF1,0.6778553584907722,PBMC_batch1_batch2_ind,batch|clinical,batch1_1493,batch2stimulated_1015
996,result_PBMC_batch1_batch2_ind_batch2stimulated_1016_to_batch1_1493,Acc,0.8260149130074566,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1016,batch1_1493
997,result_PBMC_batch1_batch2_ind_batch2stimulated_1016_to_batch1_1493,ARI,0.6790592556983859,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1016,batch1_1493
998,result_PBMC_batch1_batch2_ind_batch2stimulated_1016_to_batch1_1493,macroF1,0.6176613715805706,PBMC_batch1_batch2_ind,batch|clinical,batch2stimulated_1016,batch1_1493
999,result_PBMC_batch2_ind_control_107_to_stimulated_107,Acc,0.9119373776908023,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_107
1000,result_PBMC_batch2_ind_control_107_to_stimulated_107,ARI,0.8679671151512988,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_107
1001,result_PBMC_batch2_ind_control_107_to_stimulated_107,macroF1,0.7205423360102572,PBMC_batch2_ind,clinical,batch2control_107,batch2stimulated_107
1002,result_PBMC_batch2_ind_control_1244_to_stimulated_101,Acc,0.7960992907801419,PBMC_batch2_ind,clinical,batch2control_1244,batch2stimulated_101
1003,result_PBMC_batch2_ind_control_1244_to_stimulated_101,ARI,0.6486803182238468,PBMC_batch2_ind,clinical,batch2control_1244,batch2stimulated_101
1004,result_PBMC_batch2_ind_control_1244_to_stimulated_101,macroF1,0.6716517741677549,PBMC_batch2_ind,clinical,batch2control_1244,batch2stimulated_101
1005,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2stimulated_1488,Acc,0.8914790996784566,PBMC_batch1_batch2_ind,batch|clinical,batch1_1511,batch2stimulated_1488
1006,result_PBMC_batch1_batch2_ind_batch1_1511_to_batch2stimulated_1488,ARI,0.8223625576808665,PBMC_batch1_batch2_ind,batch|clinical,batch1_1511,batch2stimulated_1488
